Intensity Level,Direction,Ground Motion ID,floor 1,floor 2,floor 3,floor 4,floor 5,floor 6,floor 7,floor 8,floor 9,floor 10,floor 11,floor 12,floor 13,floor 14,floor 15,floor 16,floor 17,floor 18,floor 19,floor 20,floor 21,floor 22,floor 23,floor 24,floor 25,floor 26,floor 27,floor 28,floor 29,floor 30,floor 31,floor 32,floor 33,floor 34,floor 35,floor 36,floor 37,floor 38,floor 39,floor 40,floor 41,floor 42,floor 43,floor 44,floor 45
MCEB,Y,11,0.740859881,0.747280497,0.854195804,0.846203056,0.752053872,0.851437451,1.064123284,0.929448329,0.874755245,0.706917897,1.227751878,1.450937581,0.539101269,0.786832427,0.842359492,0.577386687,0.578186998,0.697927998,0.93041699,0.854358974,0.399458689,0.866674437,0.814092204,0.468811189,0.423369593,0.454941725,0.678642839,0.67974359,0.410771821,0.758653199,0.796741777,0.492463092,0.375410515,0.313664854,0.561859622,0.698179228,0.314190624,0.74951308,0.760795131,0.41017871,0.261566952,0.382890443,0.535552966,0.727925408,0.487725978
DBED,X,1,0.863708884,0.960639731,1.125884486,1.059065009,1.105045325,1.266741777,1.27986014,1.263727014,1.202867133,1.095964776,1.007122507,0.902898213,0.911471121,0.900608651,0.868795649,0.867254597,0.868580679,0.823322973,0.727327117,0.681748252,0.709300699,0.799220409,0.785912976,0.682913753,0.640836571,0.714576535,0.691973582,0.56995856,0.463799534,0.515749806,0.618953639,0.627094017,0.536405076,0.548508159,0.638212898,0.598720539,0.503967884,0.602318052,0.567865838,0.449031339,0.531906242,0.661007511,0.536967107,0.446485366,0.684351204
DBED,X,2,0.462820513,0.556433566,0.715674696,0.745615126,0.639469049,0.64011137,0.643180523,0.647270137,0.646519037,0.618935509,0.575094535,0.552517483,0.552105672,0.538065268,0.519075369,0.527477337,0.54013986,0.51979539,0.473118363,0.448502979,0.45985237,0.48036778,0.493152033,0.486819477,0.466112406,0.488570319,0.546125356,0.533651904,0.475941466,0.429160839,0.431108521,0.441401191,0.355405335,0.396881637,0.481398601,0.498699819,0.571445221,0.547697488,0.522038332,0.4699223,0.445830096,0.467065527,0.514998705,0.51996374,0.669155659
DBED,X,3,0.254750065,0.268790469,0.295664336,0.312121212,0.311243201,0.28967884,0.276744367,0.271507382,0.276109816,0.289129759,0.307283087,0.322885263,0.324843305,0.30980057,0.287101787,0.270761461,0.27029785,0.282043512,0.305449365,0.324625745,0.32996892,0.326832427,0.311287231,0.304395234,0.302742813,0.278606579,0.321543642,0.404066304,0.421771562,0.381551412,0.349259259,0.355700596,0.380523181,0.371173271,0.344434084,0.31988345,0.31047656,0.331991712,0.354555815,0.331618752,0.276469826,0.269254079,0.335252525,0.463693344,0.581245791
DBED,X,4,0.343809894,0.361484071,0.39044289,0.38996892,0.385394975,0.37006734,0.367358197,0.384763015,0.404750065,0.417917638,0.408502979,0.379049469,0.391564362,0.369163429,0.342799793,0.357368557,0.378477078,0.379013209,0.356643357,0.343144263,0.332649573,0.342020202,0.369002849,0.365032375,0.361398601,0.380947941,0.38026936,0.353092463,0.365555556,0.351271691,0.368282828,0.357917638,0.353698524,0.335866356,0.312810153,0.367547268,0.385314685,0.338914789,0.306438746,0.33008288,0.320950531,0.331740482,0.353727014,0.376275576,0.508049728
DBED,X,5,0.377490287,0.401455581,0.451862212,0.481041181,0.494801865,0.496736597,0.478205128,0.448207718,0.415247345,0.394408184,0.412564103,0.427930588,0.425363895,0.412248122,0.388145558,0.362615903,0.370681171,0.345615126,0.344369334,0.353092463,0.338761979,0.392175602,0.41027713,0.384796685,0.383001813,0.3896892,0.319279979,0.355249935,0.387588708,0.406228956,0.376850557,0.369339549,0.367174307,0.438215488,0.404840715,0.324133644,0.393952344,0.385187775,0.415723906,0.441973582,0.425545196,0.40951567,0.31043512,0.386544937,0.585884486
DBED,X,6,0.649077959,0.721846672,0.824928775,0.824317534,0.747086247,0.646734007,0.632128982,0.643108003,0.625335405,0.614794095,0.618088578,0.605773116,0.582727273,0.557197617,0.552890443,0.544123284,0.56985755,0.545749806,0.527523958,0.551776742,0.564630925,0.576001036,0.538067858,0.572180782,0.61974618,0.623066563,0.578003108,0.559163429,0.612004662,0.648262108,0.621794872,0.577544678,0.578041958,0.652634033,0.591559182,0.487891738,0.517130277,0.540619011,0.595514116,0.640652681,0.668438228,0.633866874,0.40964776,0.579212639,0.790867651
DBED,X,7,0.401056721,0.403004403,0.401300181,0.413364413,0.407420357,0.391266511,0.401626522,0.40997928,0.411152551,0.391118881,0.403247863,0.407964258,0.400777001,0.396531987,0.375265475,0.427749288,0.452631443,0.422574463,0.421968402,0.43999223,0.416200466,0.421678322,0.39003626,0.420769231,0.401864802,0.414682725,0.408759389,0.49000518,0.434545455,0.394996115,0.404175084,0.389194509,0.392421652,0.363631184,0.345778296,0.384307174,0.436324786,0.449489769,0.456475006,0.37008288,0.385187775,0.335221445,0.346995597,0.393724424,0.568653199
DBED,X,8,0.434700855,0.465410515,0.5304921,0.576171976,0.574483294,0.504172494,0.473154623,0.476456876,0.488070448,0.488544419,0.486428386,0.497158767,0.503255633,0.470624191,0.412893033,0.390810671,0.467744108,0.540764051,0.561398601,0.549207459,0.541168091,0.468912199,0.404428904,0.415244755,0.437785548,0.426451696,0.399046879,0.425128205,0.390505051,0.386578607,0.404975395,0.514809635,0.462406112,0.468013468,0.36972287,0.323535354,0.346159026,0.419435379,0.507384097,0.430841751,0.449331779,0.39953898,0.307257187,0.375410515,0.605767936
DBED,X,9,0.440606061,0.441054131,0.51002072,0.539072779,0.488531469,0.473442113,0.444718985,0.462962963,0.466526807,0.463198653,0.464180264,0.460999741,0.443610464,0.406679617,0.415819736,0.449202279,0.488793059,0.488370888,0.430598291,0.453771044,0.450572391,0.475265475,0.485609946,0.476407666,0.491191401,0.508979539,0.505161875,0.473548304,0.448443408,0.431756022,0.412160062,0.440896141,0.472160062,0.466726237,0.423783994,0.487896918,0.358106708,0.391541052,0.523193473,0.538547009,0.402773893,0.464260554,0.401667962,0.357303807,0.73043253
DBED,X,10,1.056524217,1.131460761,1.255418285,1.249378399,1.103063973,0.951199171,0.90983683,0.932794613,0.944089614,0.977539498,1.014560995,0.95970474,0.868712769,0.884985755,0.831465941,0.821137011,0.848637659,0.851030821,0.768259518,0.766477596,0.757741518,0.840644911,0.871307951,0.795107485,0.688158508,0.771113701,0.78959855,0.786762497,0.80998446,0.661623932,0.748458948,0.856863507,0.83005439,0.645231805,0.625236985,0.681155141,0.739456099,0.647723388,0.667586118,0.746586377,0.673128723,0.7795338,0.531538462,0.496793577,0.865754986
DBED,X,11,1.056666667,1.127982388,1.250593111,1.207671588,1.117127687,1.145488215,1.069202279,0.982144522,0.937355607,0.896837607,0.87977726,0.904379694,0.929033929,0.905275835,0.869241129,0.852395752,0.860732971,0.836019166,0.803732194,0.76005439,0.792509713,0.843530174,0.802079772,0.737464387,0.712217042,0.740934991,0.841085211,0.758831909,0.74019943,0.785542606,0.746293706,0.665827506,0.638583269,0.745221445,0.747992748,0.782924113,0.638749029,0.821934732,0.738997669,0.668210308,0.653271173,0.723626004,0.547956488,0.658697229,0.876614867
DBED,Y,1,1.091667962,1.126076146,1.358772339,1.392773893,1.152753173,1.22974877,1.224858845,1.012957783,1.05023569,0.946943797,1.306397306,1.577946128,0.752237762,1.085565916,1.083227143,1.016076146,0.956801347,0.805584046,1.10994302,1.262030562,0.656311836,0.918430458,1.030766641,0.687109557,0.741152551,0.676967107,1.01047656,1.153240093,0.476143486,0.993530174,1.043750324,0.565464905,0.548212898,0.568479668,0.682180782,0.956612277,0.469437969,0.791805232,0.912771303,0.451634292,0.330745921,0.433727014,0.624876975,0.637368557,0.581885522
DBED,Y,2,0.458645429,0.49044807,0.649166019,0.654755245,0.482035742,0.810885781,0.893980834,0.437228697,0.422149702,0.423379953,0.888609169,0.948365708,0.532377622,0.643341103,0.778003108,0.557650868,0.540670811,0.516674437,0.679114219,0.853548304,0.345107485,0.655969956,0.566068376,0.395721316,0.367169127,0.324516965,0.5601295,0.598627299,0.442983683,0.699090909,0.74008029,0.527500648,0.480738151,0.394768195,0.518803419,0.496674437,0.321582492,0.473141673,0.496664077,0.341763792,0.335669516,0.432351722,0.532921523,0.541069671,0.614542865
DBED,Y,3,0.220128464,0.223958042,0.239920746,0.241907278,0.224121989,0.273815074,0.279077959,0.237394457,0.215278425,0.212932142,0.283535354,0.297627558,0.174770008,0.241563585,0.253530692,0.184400414,0.200972805,0.225233877,0.294397824,0.309362859,0.193212898,0.345819736,0.326956747,0.197505051,0.209883191,0.217624709,0.316537167,0.307156177,0.210200207,0.32032375,0.323177933,0.395519296,0.237433307,0.199666926,0.2896115,0.284895105,0.204147889,0.33972546,0.346156436,0.24562186,0.23251567,0.274392644,0.288477078,0.36018389,0.327935768
DBED,Y,4,0.479181559,0.478855219,0.552851593,0.566969697,0.494068894,0.814625745,0.90008806,0.68044289,0.555185185,0.618624709,1.363139083,1.43032116,0.535418285,0.789303289,0.753543124,0.381937322,0.458764569,0.607060347,1.052975913,1.12009842,0.330608651,0.666625227,0.75958042,0.424048174,0.400971251,0.416879047,0.598218078,0.686645947,0.327262367,0.605625486,0.578619529,0.31959337,0.287738928,0.284693085,0.497083657,0.533838384,0.310748511,0.528308728,0.547358197,0.319326599,0.24057006,0.371305361,0.451673142,0.534742295,0.546296296
DBED,Y,5,0.46951826,0.458614349,0.465946646,0.456570837,0.4501813,0.646920487,0.619349909,0.531989122,0.512786843,0.548308728,0.908591039,0.980927221,0.517865838,0.597321937,0.563465423,0.386578607,0.384537685,0.424237244,0.696314426,0.667290857,0.363045843,0.612833463,0.625325045,0.388603989,0.413807304,0.396941207,0.606252266,0.67024346,0.385286195,0.605742036,0.646723647,0.411522922,0.35981093,0.358430458,0.504980575,0.554112924,0.293698524,0.467130277,0.516317016,0.317863248,0.296438746,0.474555815,0.608003108,0.564522145,0.499458689
DBED,Y,6,0.421331261,0.438313908,0.533558664,0.542621083,0.461085211,0.767560218,0.946904947,0.753478373,0.556715877,0.476029526,0.834449624,0.921393421,0.428469308,0.613763274,0.613781404,0.438751619,0.41992748,0.40032893,0.659184149,0.792820513,0.396739187,0.578052318,0.582900803,0.367389277,0.358917379,0.404718985,0.586819477,0.601515152,0.387674178,0.627316757,0.642691013,0.50038591,0.39958042,0.34039886,0.651644652,0.616793577,0.293237503,0.683822844,0.713620824,0.316537167,0.278132608,0.426342916,0.481714582,0.502613313,0.432908573
DBED,Y,7,0.287516188,0.294245014,0.354649055,0.375773116,0.306029526,0.517482517,0.645775706,0.407907278,0.358541829,0.731087801,0.60994302,0.695464905,0.391362341,0.531867392,0.551629112,0.404364154,0.38003626,0.378932919,0.523789174,0.611023051,0.371629112,0.521875162,0.513998964,0.421085211,0.408233618,0.39004921,0.537195027,0.693553484,0.328935509,0.501688682,0.585527066,0.341590262,0.352942243,0.41019425,0.544646465,0.57032893,0.352266252,0.511748252,0.473745144,0.333157213,0.295047915,0.452962963,0.543892774,0.498430458,0.513392903
DBED,Y,8,0.441349391,0.451696452,0.534200984,0.551305361,0.497526548,0.655335405,0.741118881,0.476099456,0.467275317,0.485058275,0.764682725,0.827182077,0.382274022,0.667350427,0.745705776,0.468761979,0.514897695,0.506143486,0.777516188,0.805485625,0.383247863,0.70024087,0.745011655,0.471307951,0.421774152,0.42037037,0.800675991,0.816296296,0.352038332,0.803859104,0.851134421,0.425374255,0.350950531,0.353346283,0.554392644,0.6302849,0.281986532,0.576739187,0.591491841,0.547614608,0.252602435,0.416475006,0.412872313,0.542020202,0.437246827
DBED,Y,9,0.754908055,0.746697747,0.83954157,0.830707071,0.778658379,1.10006993,1.382468272,0.802266252,0.717656048,0.60951308,1.236723647,1.47989381,0.636744367,0.768717949,0.967011137,0.528184408,0.526759907,0.467663818,0.99977985,1.256021756,0.408029008,0.691219891,0.757674178,0.523776224,0.415480445,0.382463092,0.683030303,0.670642321,0.307296037,0.500541311,0.758730899,0.440541311,0.324579125,0.407329707,0.398925149,0.529137529,0.303929034,0.530515411,0.464693085,0.333654494,0.238939135,0.410880601,0.449251489,0.513009583,0.469352499
DBED,Y,10,0.71004662,0.7495597,0.962367262,1.013390313,0.685905206,1.348197358,1.576977467,0.89023051,0.834213934,0.602877493,1.252939653,1.37034965,0.660927221,0.93966848,1.100595701,0.571191401,0.699186739,0.720577571,0.933846154,1.154654235,0.481512562,0.879461279,1.012165242,0.653351463,0.624415954,0.676407666,0.897982388,0.979178969,0.443967884,0.900989381,1.049158249,0.553097643,0.528710179,0.483379953,0.97955193,1.1395856,0.414990935,1.042483812,1.061680912,0.506267806,0.278370888,0.46045325,0.645198135,0.757163947,0.611603212
DBED,Y,11,0.942571873,0.950533541,1.086166796,1.075982906,0.955905206,1.067329707,1.412970733,1.221626522,1.134980575,1.012753173,1.440769231,1.839321419,0.681087801,0.8095597,0.848140378,0.623828024,0.717057757,0.871134421,1.069116809,1.066112406,0.425819736,0.936560477,0.940603471,0.507583528,0.458699819,0.495982906,0.740971251,0.680872831,0.44041699,0.84009065,0.811429681,0.518176638,0.406420616,0.366586377,0.596363636,0.71982906,0.385811966,0.800885781,0.834110334,0.398536649,0.28982906,0.446298886,0.634193214,0.711857032,0.565410515
MCED,X,1,1.295560736,1.428085988,1.667627558,1.576757317,1.636361046,1.865786066,1.84003885,1.776557887,1.641960632,1.446247086,1.275273245,1.377226107,1.36994561,1.317042217,1.227902098,1.183794354,1.159279979,1.066798757,0.924664595,0.884224294,0.894529915,0.99040145,0.948824139,0.813644134,0.769057239,0.799166019,0.844470344,0.729041699,0.617324527,0.693237503,0.813468013,0.736697747,0.655169645,0.665596996,0.753949754,0.706197876,0.526254856,0.667920228,0.673361823,0.576060606,0.670916861,0.75980057,0.646293706,0.562141932,0.862836053
MCED,X,2,0.694232064,0.829378399,1.056785807,1.111458171,0.980769231,0.98027195,0.963698524,0.906762497,0.817917638,0.728508159,0.731061901,0.736169386,0.746203056,0.710898731,0.654405594,0.623356643,0.634775965,0.62974618,0.61969438,0.568013468,0.561168091,0.577705258,0.598808599,0.590764051,0.561965812,0.6004144,0.638321678,0.670709661,0.688370888,0.626477596,0.555995856,0.580818441,0.507946128,0.450582751,0.566612277,0.653794354,0.654975395,0.588609169,0.568539239,0.637964258,0.560608651,0.527433307,0.517816628,0.603615644,0.625156695
MCED,X,3,0.382126392,0.402735043,0.442284382,0.467681948,0.472209272,0.462504533,0.455687646,0.446267806,0.436021756,0.425063455,0.4197669,0.434185444,0.46041699,0.47034447,0.447218337,0.3895338,0.341105931,0.338606579,0.35014763,0.407878788,0.453392903,0.450665631,0.423657084,0.397619788,0.3998705,0.379305879,0.394537685,0.47982388,0.515988086,0.496065786,0.537451437,0.425392385,0.45030562,0.453325563,0.434563585,0.408803419,0.406389536,0.426397306,0.432950013,0.41994561,0.347630148,0.316715877,0.5099223,0.490782181,0.635180005
MCED,X,4,0.515716136,0.542017612,0.585881896,0.587205387,0.590844341,0.573359233,0.542051282,0.534656825,0.527412587,0.567037037,0.550914271,0.518896659,0.523260813,0.504294224,0.464286454,0.465726496,0.485029785,0.483550894,0.476990417,0.469401709,0.454457394,0.465180005,0.48967107,0.493662264,0.443835794,0.436394716,0.482649573,0.458054908,0.421452991,0.47950272,0.48037296,0.415830096,0.446244496,0.458155918,0.411898472,0.406788397,0.469311059,0.449168609,0.353338513,0.371023051,0.378935509,0.343408443,0.391157731,0.425312095,0.631118881
MCED,X,5,0.566236726,0.602905983,0.67966589,0.715736856,0.721289821,0.695892256,0.643980834,0.593941984,0.536876457,0.506029526,0.537539498,0.548057498,0.536638177,0.537327117,0.50992748,0.492413882,0.492103082,0.464840715,0.488500389,0.498728309,0.483462833,0.560717431,0.58041699,0.538829319,0.47990935,0.487984978,0.457681948,0.477573168,0.493739964,0.516296296,0.476534577,0.452488992,0.492929293,0.525244755,0.466114996,0.478495208,0.57974618,0.564617975,0.51950013,0.553343693,0.551025641,0.488378658,0.401556592,0.426974877,0.738658379
MCED,X,6,0.973618234,1.082608133,1.237645688,1.247272727,1.141124061,0.976539757,0.890940171,0.857215747,0.794270914,0.774558405,0.782556333,0.776133126,0.772447552,0.760546491,0.683545714,0.675726496,0.710577571,0.733250453,0.715029785,0.706446516,0.686389536,0.702854183,0.684491064,0.666734007,0.680981611,0.698409738,0.706671847,0.71013986,0.696317016,0.711660192,0.707119917,0.737795908,0.722030562,0.671351981,0.714638695,0.602470862,0.591424501,0.634017094,0.684504015,0.621349391,0.690927221,0.70989381,0.561434861,0.599145299,0.878484848
MCED,X,7,0.601585082,0.60981352,0.621794872,0.644042994,0.634975395,0.60043253,0.577762238,0.554674955,0.543162393,0.512709143,0.504478114,0.514695675,0.547684538,0.561056721,0.547355607,0.5198705,0.512639213,0.543022533,0.571266511,0.611206941,0.581919192,0.590590521,0.529140119,0.585892256,0.516697747,0.558497798,0.572991453,0.592908573,0.52048174,0.508396788,0.53984201,0.507536908,0.515552966,0.577231287,0.578197358,0.491442631,0.497891738,0.448339808,0.482836053,0.483315203,0.475902616,0.456205646,0.402460502,0.468570319,0.69016317
MCED,X,8,0.652051282,0.695301735,0.777834758,0.85030562,0.872059052,0.806228956,0.743333333,0.728109298,0.738238798,0.742343952,0.712719503,0.697140637,0.692066822,0.672905983,0.593846154,0.539026159,0.593540534,0.6699482,0.722517483,0.674270914,0.691245791,0.596011396,0.524265734,0.518870759,0.51002331,0.487477337,0.507176897,0.491336441,0.474700855,0.481836312,0.474667185,0.508324268,0.50009324,0.539202279,0.480994561,0.357516188,0.431989122,0.464371924,0.501455581,0.453056203,0.593654494,0.507912458,0.345143745,0.583734784,0.78034965
MCED,X,9,0.660911681,0.662359492,0.766599327,0.810735561,0.734270914,0.717275317,0.655848226,0.69045325,0.693809894,0.691297591,0.695550376,0.694232064,0.687293447,0.633791764,0.568870759,0.599422429,0.66020979,0.681028231,0.605436415,0.567283087,0.592545973,0.665775706,0.687353017,0.675705776,0.687231287,0.708109298,0.693812484,0.681336441,0.6603885,0.608355348,0.592623673,0.607454027,0.591103341,0.603356643,0.550660451,0.645327635,0.529399119,0.517518778,0.622468272,0.603750324,0.481004921,0.584742295,0.501792282,0.392167832,0.916329966
MCED,X,10,1.584783735,1.694804455,1.872276612,1.852331002,1.627135457,1.426998187,1.408712769,1.362095312,1.326161616,1.365941466,1.419243719,1.388684279,1.324164724,1.245104895,1.230663041,1.268588449,1.292066822,1.278536649,1.176120176,1.027754468,1.042312872,1.148337218,1.196560477,1.146366226,1.048282828,0.955034965,1.009386169,0.991781922,1.102703963,0.990950531,0.855773116,1.037977208,1.01020461,0.913941984,0.675705776,0.89992748,0.927946128,0.812861953,0.746531987,0.782672883,0.83976172,0.962359492,0.693082103,0.58997928,1.027798498
MCED,X,11,1.584998705,1.692768713,1.88974618,1.838106708,1.687842528,1.748311318,1.617200207,1.462188552,1.308834499,1.227648278,1.162641803,1.170686351,1.197143227,1.161520332,1.119425019,1.093817664,1.097966848,1.083747734,1.031608392,0.954545455,0.971875162,1.01990676,1.065148925,0.937668998,0.918585859,0.9499223,0.909430199,0.943545714,1.004923595,0.975353535,0.935729086,0.860634551,0.853644134,0.906138306,0.955376845,0.850958301,0.762610723,0.981375291,0.918865579,0.771243201,0.766591557,0.805959596,0.652867133,0.668891479,0.991424501
MCED,Y,1,1.637500648,1.69032893,2.03971251,2.124586895,1.66016835,1.866557887,1.465436415,1.44965812,1.253237503,1.176260036,1.865221445,2.42958819,0.917925408,1.305343175,1.462867133,0.971919192,0.952022792,0.914511785,1.428445998,1.348111888,0.598005698,1.066987827,1.327775188,0.757182077,0.683012173,0.594491064,1.15968143,1.088122248,0.458862989,0.967358197,1.010831391,0.516143486,0.561730122,0.578518519,0.706140896,1.01993525,0.429163429,0.778233618,0.787135457,0.435962186,0.331696452,0.50040663,0.611890702,0.656586377,0.63007511
MCED,Y,2,0.687966848,0.736102046,0.976166796,0.987213157,0.72980575,1.22972805,1.353265993,0.772509713,0.618738669,0.74009583,1.156278166,1.377606838,0.573268583,0.813413623,0.846151256,0.637679358,0.581339031,0.566539757,1.020898731,1.301447811,0.423436933,0.901015281,0.738681689,0.509057239,0.488756799,0.378130018,0.701346801,0.788407148,0.423152033,0.814794095,0.850821031,0.591398601,0.52031339,0.42021756,0.65000259,0.611354571,0.353794354,0.501740482,0.536591557,0.387055167,0.323623414,0.468212898,0.565938876,0.564625745,0.657557628
MCED,Y,3,0.33019166,0.336234136,0.360616421,0.364680135,0.33989899,0.388515929,0.445837866,0.411730122,0.36960632,0.324737115,0.454568765,0.512533023,0.316819477,0.410968661,0.435993266,0.334366744,0.298852629,0.266112406,0.427153587,0.482890443,0.24854934,0.494713805,0.463082103,0.296563067,0.312885263,0.319479409,0.401137011,0.491551412,0.328881119,0.402341362,0.41027454,0.302924113,0.252831909,0.253454545,0.355141155,0.353421393,0.236584046,0.400551671,0.412874903,0.316705517,0.239884745,0.348940689,0.495977726,0.461116291,0.437920228
MCED,Y,4,0.718769749,0.718642839,0.833833204,0.871528102,0.73047915,1.269362859,1.330857291,1.104312354,0.800665631,1.034540275,1.771901062,1.935698006,0.741367521,1.050608651,0.975685056,0.547024087,0.62001036,0.762582233,1.366283346,1.460947941,0.481129241,0.926811707,1.028518519,0.481800052,0.471235431,0.493074333,0.725604766,0.888142968,0.308054908,0.674024864,0.647435897,0.335957006,0.335622896,0.361921782,0.584351204,0.701810412,0.335612536,0.574462574,0.573079513,0.361367521,0.295415695,0.45028231,0.553615644,0.488451178,0.5399223
MCED,Y,5,0.704278684,0.687065527,0.691644652,0.702962963,0.68952344,0.964434084,0.89975913,0.649049469,0.66995079,0.654729345,1.22040922,1.325884486,0.658075628,0.782455322,0.79004144,0.546011396,0.541289821,0.592926703,1.05988863,0.9899741,0.477044807,0.813234913,0.871186221,0.546689977,0.481178451,0.511302771,0.842354312,0.961349391,0.405218855,0.796917897,0.81017094,0.485027195,0.469111629,0.480937581,0.661934732,0.685742036,0.343667444,0.641976172,0.69976949,0.373879824,0.324485884,0.471507382,0.564768195,0.547663818,0.513638954
MCED,Y,6,0.631994302,0.666695157,0.799101269,0.810515411,0.730590521,1.228857809,1.385576276,1.197744108,0.89973064,0.57020461,1.268904429,1.584607615,0.52952085,0.901188811,0.854346024,0.546780627,0.662077182,0.686329966,0.987024087,1.189375809,0.466718467,0.797259777,0.901924372,0.543480963,0.576327376,0.534465164,0.798324268,0.678668739,0.385071225,0.663330743,0.722569283,0.55982647,0.444892515,0.385086765,0.889331779,0.792209272,0.34004403,0.809018389,0.761921782,0.373952344,0.296767677,0.441256151,0.57035742,0.673177933,0.517267547
MCED,Y,7,0.431274281,0.442007252,0.535045325,0.572017612,0.444198394,0.71960373,0.847829578,0.626770267,0.587702668,0.84039109,0.865379435,1.124066304,0.436700337,0.748989899,0.680696711,0.741411551,0.584377104,0.477775188,0.771556592,0.858583269,0.461212121,0.596943797,0.721051541,0.478386428,0.494962445,0.514672365,0.765050505,0.867534318,0.378140378,0.711963222,0.731678322,0.40986791,0.414193214,0.512846413,0.636946387,0.693680394,0.421880342,0.672450142,0.541706812,0.378754209,0.272390572,0.484257964,0.565221445,0.552167832,0.534509195
MCED,Y,8,0.662022792,0.678668739,0.802250712,0.822766123,0.732131572,0.948396788,1.0795856,0.687179487,0.660971251,0.663768454,1.121276871,1.195552966,0.569344729,0.973825434,1.036684797,0.62969956,0.662548563,0.621023051,0.975677286,1.044685315,0.52974618,0.988132608,1.02990158,0.673662264,0.627472157,0.64006475,1.196972287,1.086114996,0.43037296,0.935464905,1.005431235,0.454876975,0.393245273,0.4995338,0.605897436,0.583600104,0.353356643,0.723133903,0.697340067,0.41034447,0.290973841,0.472722093,0.557619788,0.682499352,0.474252784
MCED,Y,9,1.132362082,1.12005439,1.2400259,1.240875421,1.167474747,1.553367003,1.967689718,1.113828024,0.832167832,0.916886817,1.733605284,2.010909091,0.75011396,0.954208754,1.134338254,0.631274281,0.650756281,0.675312095,1.195767936,1.475104895,0.474817405,0.873281533,0.926140896,0.531667962,0.407130277,0.453447293,0.745485625,0.736392126,0.3701295,0.541351981,0.862937063,0.604014504,0.453576794,0.514426314,0.494320124,0.534478114,0.375247345,0.634462574,0.515224035,0.403657084,0.268557369,0.424094794,0.497850298,0.552525253,0.528492618
MCED,Y,10,1.065071225,1.124933955,1.444662005,1.523216783,1.025407925,1.895270655,2.17969956,1.497088837,1.263465423,0.974597255,1.831144781,2.06046102,0.998350168,1.10988863,1.491559182,0.827368557,0.981284641,1.014685315,1.297029267,1.564744885,0.528036778,1.085692826,1.208544419,0.844084434,0.746721057,0.831004921,1.174384874,1.17040145,0.538627299,1.0704662,1.36980316,0.651465941,0.682496762,0.52046879,1.118153328,1.341121471,0.468777519,1.193654494,1.176148666,0.575894846,0.327101787,0.602255892,0.704467754,0.796076146,0.686485366
MCED,Y,11,1.413859104,1.424926185,1.623579384,1.606208236,1.42043771,1.604807045,2.056423206,1.818280238,1.586568247,1.393986014,1.896640767,2.761926962,1.05990935,0.971732712,1.09967107,0.744996115,0.870777001,1.057777778,1.250984201,1.50048951,0.533815074,1.077099197,1.101763792,0.604325304,0.53978503,0.576003626,0.824131054,0.863543124,0.508785289,0.9896892,1.025304325,0.566166796,0.507316757,0.464105154,0.655521886,0.817933178,0.46973323,0.934076664,0.863185703,0.472343952,0.349344729,0.52033152,0.677409997,0.728860399,0.654879565
